st_cty,Th1_Historic_Undervaccination,Th2_Sociodemographic_Barriers,Th3_Resource_constrained_Healthcare_System,Th4_Healthcare_Accessibility_Barriers,Th5_Irregular_Care_Seeking_Behavior,CVAC
CT Hartford County,0.075453677,0.300222859,0.024832856,0.319961796,0.00254696,0.022285896
CT Litchfield County,0.247373448,0.068767908,0.130213308,0.096784464,0.00159185,0.009869468
CT Middlesex County,0.257879656,0.084368036,0.017191977,0.078637377,0.003183699,0.003502069
CT New Haven County,0.081502706,0.344476281,0.020057307,0.375039796,0.007004139,0.035020694
CT New London County,0.258198026,0.253740847,0.107927412,0.152499204,0.009232728,0.029608405
CT Tolland County,0.276663483,0.034383954,0.316778096,0.028971665,0.026424706,0.018783827
CT Windham County,0.348615091,0.320598535,0.239732569,0.23814072,0.015281757,0.089461955
DE Kent County,0.619229545,0.416427889,0.288443171,0.321235275,0.2944922,0.319006686
DE New Castle County,0.598217128,0.23559376,0.093600764,0.188475008,0.29226361,0.155682904
DE Sussex County,0.488061127,0.407513531,0.113976441,0.05985355,0.23750398,0.123209169
DC District of Columbia,0.114613181,0.336198663,0.020694046,0.374721426,0.610633556,0.166825852
FL Alachua County,0.928048392,0.314231137,0.332696593,0.610633556,0.680356574,0.629735753
FL Baker County,0.986310092,0.361668259,0.876472461,0.320598535,0.675581025,0.744030564
FL Bay County,0.985991722,0.248965298,0.475963069,0.721107927,0.552371856,0.669850366
FL Bradford County,0.811524992,0.858007004,0.776185928,0.929003502,0.733205985,0.947787329
FL Brevard County,0.954791468,0.223495702,0.395415473,0.464501751,0.374721426,0.481056988
FL Broward County,0.975167144,0.419293219,0.435848456,0.776185928,0.518943012,0.714422159
FL Calhoun County,0.910219675,0.862464183,0.918815664,0.916905444,0.757083731,0.981852913
FL Charlotte County,0.783190067,0.390639924,0.433619866,0.654250239,0.276663483,0.520534862
FL Citrus County,0.901623687,0.638331741,0.46991404,0.64469914,0.273161414,0.64979306
FL Clay County,0.977077364,0.086596625,0.436803566,0.360076409,0.58802929,0.490289717
FL Collier County,0.856415154,0.298631009,0.190385228,0.597898758,0.407195161,0.459407832
FL Columbia County,0.983126393,0.458452722,0.58611907,0.653931869,0.511938873,0.736708055
FL DeSoto County,0.960522127,0.979624323,0.606494747,0.922954473,0.662846227,0.952562878
FL Dixie County,0.605539637,0.914995224,0.962432346,0.977077364,0.601719198,0.93887297
FL Duval County,0.949697549,0.359121299,0.46800382,0.802610634,0.534861509,0.710283349
FL Escambia County,0.9385546,0.347023241,0.362304998,0.632601082,0.475326329,0.594396689
FL Flagler County,0.925819803,0.609678446,0.58866603,0.499840815,0.35498249,0.667303407
FL Franklin County,0.876154091,0.486469277,0.460999682,0.777777778,0.736071315,0.773002229
FL Gadsden County,0.877427571,0.970709965,0.906399236,0.968799745,0.502706145,0.965297676
FL Gilchrist County,0.702324101,0.808978032,0.920407514,0.879019421,0.563196434,0.904170646
FL Glades County,0.904489016,0.949379179,0.950334288,0.785100287,0.711238459,0.975167144
FL Gulf County,0.873288762,0.425342248,0.519261382,0.536134989,0.742757084,0.70423432
FL Hamilton County,0.850366125,0.987265202,0.973893664,0.964660936,0.758038841,0.991722381
FL Hardee County,0.643425661,0.989493792,0.930276982,0.731614136,0.746259153,0.933779051
FL Hendry County,0.755810252,0.994587711,0.785737026,0.970709965,0.772047119,0.972620185
FL Hernando County,0.908309456,0.499522445,0.431072907,0.502706145,0.326329195,0.567653613
FL Highlands County,0.931232092,0.921999363,0.652340019,0.670805476,0.35211716,0.819802611
FL Hillsborough County,0.700095511,0.327921044,0.440624005,0.865647883,0.652021649,0.671442216
FL Holmes County,0.836039478,0.739573384,0.914676855,0.870423432,0.692136262,0.936007641
FL Indian River County,0.834447628,0.512257243,0.134033747,0.693728112,0.346386501,0.513849093
FL Jackson County,0.893027698,0.88252149,0.693728112,0.919770774,0.699458771,0.944603629
FL Jefferson County,0.839223177,0.641833811,0.947468959,0.52690226,0.47118752,0.796243235
FL Lafayette County,0.927411652,0.700413881,0.964024196,0.7637695,0.815663801,0.957975167
FL Lake County,0.965934416,0.398280802,0.383635785,0.543457498,0.396052213,0.574976122
FL Lee County,0.800700414,0.365488698,0.29481057,0.53167781,0.418019739,0.479783508
FL Leon County,0.854186565,0.230181471,0.502706145,0.534861509,0.630054123,0.593441579
FL Levy County,0.957338427,0.931550462,0.672715696,0.76472461,0.547277937,0.903852276
FL Liberty County,1,0.691499522,0.926456543,0.475963069,0.806749443,0.912448265
FL Madison County,0.871378542,0.976122254,0.869786692,0.956383317,0.64660936,0.978032474
FL Manatee County,0.806749443,0.331104744,0.261063356,0.438077046,0.373129577,0.41133397
FL Marion County,0.94110156,0.652021649,0.517669532,0.635148042,0.35498249,0.70614454
FL Martin County,0.809296402,0.193250557,0.311047437,0.625915314,0.333333333,0.433301496
FL Miami-Dade County,0.826806749,0.70327921,0.46800382,0.900350207,0.628780643,0.819484241
FL Monroe County,0.906399236,0.302451449,0.106335562,0.904170646,0.53199618,0.592804839
FL Nassau County,0.888888889,0.053804521,0.673670805,0.452722063,0.46895893,0.520216492
FL Okaloosa County,0.976122254,0.156319643,0.58993951,0.550461636,0.613180516,0.637376632
FL Okeechobee County,0.921044253,0.950971028,0.739573384,0.560012735,0.684813754,0.900350207
FL Orange County,0.93982808,0.402419612,0.477236549,0.614135626,0.697548551,0.718879338
FL Osceola County,0.952244508,0.604902897,0.640560331,0.582617001,0.714103789,0.813116842
FL Palm Beach County,0.835721108,0.35402738,0.245144858,0.689589303,0.424387138,0.524673671
FL Pasco County,0.88252149,0.41197071,0.366443808,0.628143903,0.434256606,0.583890481
FL Pinellas County,0.844635466,0.378541866,0.310729067,0.767908309,0.387456224,0.575931232
FL Polk County,0.851321235,0.863419293,0.869149952,0.652021649,0.484240688,0.869149952
FL Putnam County,0.730022286,0.971665075,0.856096784,0.909264565,0.461636422,0.917542184
FL St. Johns County,0.911493155,0.020375677,0.397325692,0.226361032,0.448583254,0.337790513
FL St. Lucie County,0.922954473,0.485832537,0.795288125,0.550461636,0.424068768,0.732250876
FL Santa Rosa County,0.971028335,0.036612544,0.806749443,0.345431391,0.562241324,0.583572111
FL Sarasota County,0.826806749,0.258198026,0.143584846,0.453358803,0.290035021,0.328876154
FL Seminole County,0.890162369,0.17924228,0.423432028,0.274753263,0.583253741,0.459726202
FL Sumter County,0.862464183,0.125437759,0.631964343,0.255969436,0.256924546,0.385227635
FL Suwannee County,0.985354982,0.665393187,0.905762496,0.922636103,0.70423432,0.959885387
FL Taylor County,0.853549825,0.956064947,0.755491882,0.856733524,0.758357211,0.959248647
FL Union County,0.807704553,0.808659663,0.912766635,0.76567972,0.783508437,0.94237504
FL Volusia County,0.894937918,0.485514167,0.472461,0.652976759,0.430117797,0.651384909
FL Wakulla County,0.992995861,0.131805158,0.910538045,0.401464502,0.717287488,0.725246737
FL Walton County,0.977395734,0.182744349,0.524673671,0.780006367,0.695956702,0.727156956
FL Washington County,0.996179561,0.775867558,0.893027698,0.753900032,0.712511939,0.952244508
GA Appling County,0.59025788,0.896529768,0.773320599,0.961795606,0.744030564,0.924227953
GA Atkinson County,0.64660936,0.968799745,0.82234957,0.958293537,0.760904171,0.956064947
GA Bacon County,0.662846227,0.94110156,0.487742757,0.888888889,0.773002229,0.87965616
GA Baker County,0.624323464,0.906717606,0.978032474,0.957020057,0.449219994,0.914995224
GA Baldwin County,0.52881248,0.771728749,0.510665393,0.924227953,0.609360076,0.776185928
GA Banks County,0.41324419,0.701050621,0.982489653,0.780643107,0.801337154,0.860235594
GA Barrow County,0.437440306,0.266794015,0.961158867,0.572429163,0.784781917,0.682266794
GA Bartow County,0.425660618,0.387774594,0.921680993,0.659662528,0.754536772,0.723973257
GA Ben Hill County,0.627507163,0.974212034,0.736071315,0.99713467,0.520534862,0.899395097
GA Berrien County,0.58739255,0.905444126,0.948105699,0.981216173,0.7669532,0.961158867
GA Bibb County,0.408468641,0.689907673,0.446354664,0.937917861,0.491244826,0.665711557
GA Bleckley County,0.539637058,0.775230818,0.789557466,0.628462273,0.702005731,0.798471824
GA Brantley County,0.601082458,0.618274435,0.989812162,0.535498249,0.695638332,0.799745304
GA Brooks County,0.402737982,0.787010506,0.918497294,0.915950334,0.493155046,0.817574021
GA Bryan County,0.52658389,0.085959885,0.773957338,0.664756447,0.709964979,0.596625279
GA Bulloch County,0.495383636,0.426934097,0.828398599,0.753263292,0.773002229,0.756765361
GA Burke County,0.614772365,0.851321235,0.82362305,0.953836358,0.491244826,0.873607131
GA Butts County,0.475007959,0.778414518,0.952562878,0.805475963,0.659344158,0.857370264
GA Calhoun County,0.695638332,0.930276982,0.887615409,0.975485514,0.677809615,0.957020057
GA Camden County,0.59025788,0.154409424,0.695001592,0.643425661,0.757402101,0.622094874
GA Candler County,0.641833811,0.964660936,0.490926457,0.996816301,0.714422159,0.890799109
GA Carroll County,0.539637058,0.371537727,0.671123846,0.691817892,0.739891754,0.680674944
GA Catoosa County,0.358166189,0.050620821,0.709646609,0.595988539,0.659662528,0.463865011
GA Charlton County,0.668258516,0.897803247,0.776822668,0.983763133,0.770136899,0.947150589
GA Chatham County,0.402737982,0.298949379,0.337153773,0.872652022,0.600127348,0.507481694
GA Chattahoochee County,0.663801337,0.52722063,0.361031519,0.544412607,0.875198981,0.664119707
GA Chattooga County,0.47118752,0.969754855,0.964979306,0.874562241,0.64756447,0.917223814
GA Cherokee County,0.371856097,0.033428844,0.897484877,0.371219357,0.728748806,0.474371219
GA Clarke County,0.41037886,0.523718561,0.462273161,0.899076727,0.794969755,0.700413881
GA Clay County,0.679083095,0.847500796,0.981852913,0.986310092,0.446036294,0.920725883
GA Clayton County,0.458452722,0.678127985,0.945877109,0.875835721,0.566061764,0.818529131
GA Clinch County,0.64660936,0.963387456,0.64533588,0.988220312,0.70614454,0.922317733
GA Cobb County,0.390958294,0.092645654,0.711875199,0.404966571,0.676854505,0.435530086
GA Coffee County,0.579751671,0.94269341,0.550461636,0.977395734,0.682585164,0.873288762
GA Colquitt County,0.634511302,0.919452404,0.551098376,0.976758994,0.675899395,0.88061127
GA Columbia County,0.439032155,0.077363897,0.603311047,0.313594397,0.670805476,0.374721426
GA Cook County,0.64883795,0.899076727,0.894937918,0.93950971,0.712830309,0.946195479
GA Coweta County,0.340655842,0.131168418,0.689270933,0.500159185,0.679401465,0.455905762
GA Crawford County,0.446673034,0.544412607,0.988857052,0.70678128,0.566380134,0.749124483
GA Crisp County,0.556829035,0.927093282,0.482330468,0.994906081,0.479465138,0.800063674
GA Dade County,0.429799427,0.4110156,0.866284623,0.816300541,0.686087233,0.741801974
GA Dawson County,0.336517033,0.017828717,0.627825533,0.454313913,0.675262655,0.378223496
GA Decatur County,0.665074817,0.921680993,0.540273798,0.972301815,0.505889844,0.838904807
GA DeKalb County,0.418656479,0.3527539,0.572110793,0.864056033,0.581343521,0.606813117
GA Dodge County,0.615409105,0.931232092,0.690862783,0.923591213,0.727156956,0.908309456
GA Dooly County,0.634192932,0.978032474,0.948742439,0.992677491,0.663482967,0.964660936
GA Dougherty County,0.52881248,0.792422795,0.422476918,0.959885387,0.490926457,0.737026425
GA Douglas County,0.482648838,0.320916905,0.923272843,0.556510665,0.64820121,0.650429799
GA Early County,0.673034066,0.906080866,0.659344158,0.992995861,0.509710283,0.875198981
GA Echols County,0.605858007,0.956383317,0.992995861,0.570200573,0.808341293,0.919134034
GA Effingham County,0.46768545,0.1197071,0.924227953,0.367398918,0.733842725,0.546641197
GA Elbert County,0.450811843,0.978669214,0.877109201,0.970391595,0.621776504,0.911811525
GA Emanuel County,0.685768863,0.856733524,0.668258516,0.993632601,0.690226043,0.909264565
GA Evans County,0.437440306,0.916587074,0.453040433,0.76663483,0.730977396,0.76313276
GA Fannin County,0.303088188,0.198981216,0.459726202,0.657752308,0.560331105,0.401146132
GA Fayette County,0.29512894,0.031836995,0.376631646,0.321235275,0.462273161,0.17701369
GA Floyd County,0.375676536,0.668895256,0.627507163,0.946195479,0.640878701,0.751353072
GA Forsyth County,0.379496975,0.028971665,0.834765998,0.302769819,0.735434575,0.436803566
GA Franklin County,0.390958294,0.867876472,0.481056988,0.768863419,0.720152818,0.744985673
GA Fulton County,0.35561923,0.264247055,0.461954791,0.857051894,0.607131487,0.524036931
GA Gilmer County,0.336517033,0.650748169,0.627825533,0.7669532,0.720152818,0.70678128
GA Glascock County,0.501114295,0.561286215,0.94237504,0.735752945,0.727156956,0.805794333
GA Glynn County,0.41292582,0.543775868,0.514167463,0.931868832,0.518306272,0.64788284
GA Gordon County,0.312002547,0.82139446,0.850366125,0.910219675,0.745622413,0.849411016
GA Grady County,0.64883795,0.895893028,0.915631964,0.891435848,0.70741802,0.93823623
GA Greene County,0.342247692,0.643425661,0.348296721,0.953517988,0.476918179,0.597580388
GA Gwinnett County,0.390958294,0.204075135,0.7669532,0.451766953,0.726520216,0.522445081
GA Habersham County,0.399554282,0.748169373,0.519898122,0.82234957,0.64788284,0.721107927
GA Hall County,0.432028017,0.277936963,0.630054123,0.7669532,0.76504298,0.631645973
GA Hancock County,0.568927093,0.93887297,0.905444126,0.960203757,0.475644699,0.898121617
GA Haralson County,0.492836676,0.275071633,0.64692773,0.64756447,0.674307545,0.58707418
GA Harris County,0.562559694,0.018147087,0.925819803,0.336198663,0.574976122,0.482330468
GA Hart County,0.346386501,0.784145177,0.886978669,0.687360713,0.630690863,0.772365489
GA Heard County,0.334288443,0.718560968,0.945558739,0.840496657,0.64820121,0.811206622
GA Henry County,0.472461,0.143266476,0.742438714,0.382999045,0.667303407,0.477873289
GA Houston County,0.575294492,0.220948742,0.780643107,0.710920089,0.650429799,0.652021649
GA Irwin County,0.639286851,0.900350207,0.82107609,0.961158867,0.576249602,0.911493155
GA Jackson County,0.434574976,0.156319643,0.759630691,0.682266794,0.803565743,0.620184655
GA Jasper County,0.35148042,0.677491245,0.725565107,0.782553327,0.604902897,0.722063037
GA Jeff Davis County,0.53231455,0.929003502,0.858643744,0.990448902,0.779369628,0.944921999
GA Jefferson County,0.695001592,0.963705826,0.680038204,0.991085642,0.552690226,0.906717606
GA Jenkins County,0.638650111,0.987901942,0.894301178,0.991404011,0.592804839,0.947468959
GA Johnson County,0.53231455,0.834765998,0.868194842,0.974530404,0.609996816,0.892390958
GA Jones County,0.405921681,0.209805794,0.914040115,0.603947787,0.566698504,0.579433301
GA Lamar County,0.425660618,0.545367717,0.968163005,0.868194842,0.579751671,0.787965616
GA Lanier County,0.605858007,0.678446355,0.992677491,0.950652658,0.720789557,0.921999363
GA Laurens County,0.492518306,0.94141993,0.326647564,0.867558103,0.496020376,0.714103789
GA Lee County,0.446673034,0.081502706,0.920089144,0.398280802,0.670805476,0.511620503
GA Liberty County,0.709328239,0.399872652,0.687997453,0.756765361,0.718879338,0.755491882
GA Lincoln County,0.405921681,0.889207259,0.893982808,0.925183063,0.539318688,0.852913085
GA Long County,0.632601082,0.388411334,0.986310092,0.602674308,0.779051258,0.788283986
GA Lowndes County,0.550143266,0.693091372,0.620184655,0.963387456,0.701687361,0.819802611
GA Lumpkin County,0.475007959,0.240687679,0.924864693,0.462273161,0.820120981,0.64851958
GA McDuffie County,0.459089462,0.929958612,0.70646291,0.964979306,0.489652977,0.826488379
GA McIntosh County,0.540592168,0.569563833,0.916905444,0.772365489,0.402419612,0.740528494
GA Macon County,0.46991404,0.983763133,0.921999363,0.99777141,0.630372493,0.928366762
GA Madison County,0.328557784,0.678764725,0.935052531,0.598535498,0.654568609,0.737981535
GA Marion County,0.418656479,0.805475963,0.950971028,0.851321235,0.539318688,0.828398599
GA Meriwether County,0.448583254,0.901305317,0.836994588,0.976440624,0.460044572,0.843998727
GA Miller County,0.665074817,0.832537408,0.830627189,0.988857052,0.592804839,0.913721745
GA Mitchell County,0.576567972,0.920407514,0.886660299,0.995542821,0.664756447,0.934734161
GA Monroe County,0.359439669,0.318369946,0.900350207,0.570837313,0.543457498,0.577204712
GA Montgomery County,0.594078319,0.868513212,0.992359121,0.931550462,0.650111429,0.933142311
GA Morgan County,0.376631646,0.169372811,0.778414518,0.631009233,0.636739892,0.538045209
GA Murray County,0.349251831,0.777141038,0.844317096,0.729067176,0.768226679,0.806112703
GA Muscogee County,0.575294492,0.624323464,0.390003184,0.916268704,0.573702642,0.696593442
GA Newton County,0.35466412,0.333014963,0.959885387,0.761222541,0.58993951,0.675581025
GA Oconee County,0.326329195,0.022922636,0.500795925,0.258198026,0.635784782,0.254377587
GA Oglethorpe County,0.35307227,0.659344158,0.991404011,0.573384273,0.600764088,0.731932506
GA Paulding County,0.434574976,0.0614454,0.990130532,0.432983126,0.76504298,0.572747533
GA Peach County,0.478510029,0.681630054,0.947150589,0.975803884,0.567335244,0.851639605
GA Pickens County,0.361986628,0.046800382,0.642152181,0.510347023,0.577523082,0.388092964
GA Pierce County,0.540592168,0.667940146,0.983126393,0.680993314,0.630690863,0.814708691
GA Pike County,0.444762814,0.083094556,0.985673352,0.467048711,0.641515441,0.550780006
